sp|P0DPA7|PSIH_PSICU	XP_047749844.1	36.600	500	4.01e-107	328	XP_047749844.1 Cytochrome P450 monooxygenase 208 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047747958.1	36.727	501	6.68e-105	322	XP_047747958.1 Cytochrome P450 monooxygenase 98 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047749843.1	36.175	481	3.79e-103	317	XP_047749843.1 Cytochrome P450 monooxygenase 208 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047743118.1	34.175	515	9.19e-102	314	XP_047743118.1 Cytochrome P450 monooxygenase COX2 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047744424.1	36.695	466	1.73e-101	316	XP_047744424.1 Cytochrome P450 monooxygenase 176 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047745652.1	34.298	484	1.76e-100	309	XP_047745652.1 Cytochrome P450 monooxygenase 98 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047747893.1	37.939	456	5.68e-100	309	XP_047747893.1 Cytochrome P450 monooxygenase COX2 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047743481.1	35.614	497	1.49e-99	308	XP_047743481.1 Cytochrome P450 monooxygenase 105 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047743354.1	38.717	421	1.05e-98	303	XP_047743354.1 Cytochrome P450 monooxygenase 208 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047746020.1	33.613	476	4.92e-97	301	XP_047746020.1 Cytochrome P450 monooxygenase 98 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047746068.1	34.331	501	7.45e-97	300	XP_047746068.1 Cytochrome P450 monooxygenase [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047746011.1	34.059	505	1.10e-96	306	XP_047746011.1 Cytochrome P450 monooxygenase COX2 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047746011.1	30.677	251	1.72e-28	118	XP_047746011.1 Cytochrome P450 monooxygenase COX2 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047746008.1	31.712	473	4.77e-96	299	XP_047746008.1 Cytochrome P450 monooxygenase COX2 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047745218.1	36.446	439	1.71e-95	295	XP_047745218.1 Cytochrome P450 monooxygenase 98 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047743442.1	34.417	523	1.86e-95	298	XP_047743442.1 Cytochrome P450 monooxygenase 105 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047746023.1	35.857	449	2.23e-95	296	XP_047746023.1 Cytochrome P450 monooxygenase COX2 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047751351.1	36.403	467	5.42e-95	295	XP_047751351.1 Cytochrome P450 monooxygenase COX2 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047743831.1	35.600	500	4.86e-94	293	XP_047743831.1 Cytochrome P450 monooxygenase 98 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047747957.1	32.500	480	5.92e-94	294	XP_047747957.1 Cytochrome P450 monooxygenase 98 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047750890.1	34.836	488	1.55e-92	290	XP_047750890.1 Cytochrome P450 monooxygenase 74 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047745186.1	32.839	472	1.75e-91	287	XP_047745186.1 Cytochrome P450 monooxygenase 208 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047754660.1	35.734	361	4.12e-88	274	XP_047754660.1 Cytochrome P450 monooxygenase [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047745630.1	39.943	353	1.31e-87	275	XP_047745630.1 Cytochrome P450 monooxygenase COX2 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047744478.1	38.485	330	1.55e-87	271	XP_047744478.1 Cytochrome P450 monooxygenase 98 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047746044.1	33.110	447	3.54e-86	271	XP_047746044.1 Cytochrome P450 monooxygenase [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047743766.1	38.692	367	3.57e-86	270	XP_047743766.1 Cytochrome P450 monooxygenase COX2 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047744931.1	32.245	490	1.54e-85	273	XP_047744931.1 Cytochrome P450 monooxygenase 208 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047745907.1	32.657	493	6.67e-85	270	XP_047745907.1 Cytochrome P450 monooxygenase [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047742262.1	32.490	514	5.75e-84	268	XP_047742262.1 Cytochrome P450 monooxygenase 58 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047746028.1	30.335	478	2.45e-83	266	XP_047746028.1 Cytochrome P450 monooxygenase 98 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047745586.1	31.116	466	1.36e-80	258	XP_047745586.1 Cytochrome P450 monooxygenase 208 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047747843.1	35.593	413	1.75e-77	249	XP_047747843.1 Cytochrome P450 monooxygenase COX2 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047745590.1	29.240	513	2.65e-73	239	XP_047745590.1 Cytochrome P450 monooxygenase 208 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047743443.1	29.424	486	2.66e-72	238	XP_047743443.1 Cytochrome P450 monooxygenase 208 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047742063.1	32.439	410	6.24e-68	223	XP_047742063.1 Cytochrome P450 monooxygenase 208 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047746009.1	33.048	351	8.70e-67	219	XP_047746009.1 Cytochrome P450 monooxygenase 208 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047745187.1	30.479	397	2.46e-66	218	XP_047745187.1 Cytochrome P450 monooxygenase [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047742269.1	29.322	457	2.14e-64	219	XP_047742269.1 Cytochrome P450 monooxygenase COX2 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047752213.1	31.013	474	1.55e-63	213	XP_047752213.1 Cytochrome P450 monooxygenase 58 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047749605.1	32.115	383	4.12e-62	207	XP_047749605.1 Cytochrome P450 monooxygenase 74 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047743435.1	28.893	533	1.53e-61	209	XP_047743435.1 Cytochrome P450 monooxygenase 105 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047743760.1	36.050	319	4.15e-61	202	XP_047743760.1 Cytochrome P450 monooxygenase COX2 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047746165.1	29.630	486	8.03e-60	205	XP_047746165.1 Cytochrome P450 monooxygenase [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047746164.1	29.622	503	2.58e-58	200	XP_047746164.1 Cytochrome P450 monooxygenase [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047745709.1	33.436	326	6.35e-58	194	XP_047745709.1 Cytochrome P450 monooxygenase 208 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047745068.1	33.981	309	7.37e-58	197	XP_047745068.1 Cytochrome P450 monooxygenase 208 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047744011.1	28.269	520	8.46e-55	191	XP_047744011.1 Cytochrome P450 monooxygenase [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047744038.1	28.265	513	1.43e-54	190	XP_047744038.1 Cytochrome P450 monooxygenase [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047744051.1	28.150	508	2.01e-54	190	XP_047744051.1 Cytochrome P450 monooxygenase [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047744516.1	26.987	478	6.49e-54	187	XP_047744516.1 Cytochrome P450 monooxygenase [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047745082.1	33.660	306	9.44e-54	186	XP_047745082.1 Cytochrome P450 monooxygenase 208 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047744053.1	27.533	523	1.55e-53	187	XP_047744053.1 Cytochrome P450 monooxygenase [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047744046.1	25.977	512	1.04e-52	185	XP_047744046.1 Cytochrome P450 monooxygenase [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047741908.1	29.134	508	9.15e-52	182	XP_047741908.1 Cytochrome P450 monooxygenase 64 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047754877.1	35.802	243	7.80e-51	174	XP_047754877.1 Cytochrome P450 monooxygenase COX2 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047755083.1	26.782	463	1.41e-45	166	XP_047755083.1 Cytochrome P450 monooxygenase 88 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047744059.1	27.669	459	1.62e-42	156	XP_047744059.1 Cytochrome P450 monooxygenase [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047752206.1	33.086	269	2.37e-41	148	XP_047752206.1 Cytochrome P450 monooxygenase 58 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047744879.1	25.940	532	4.96e-40	150	XP_047744879.1 Cytochrome P450 monooxygenase verL [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047745777.1	27.586	493	1.38e-38	146	XP_047745777.1 Cytochrome P450 monooxygenase virE [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047741827.1	27.586	493	1.38e-38	146	XP_047741827.1 Cytochrome P450 monooxygenase virE [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047742625.1	25.845	503	2.73e-38	145	XP_047742625.1 Cytochrome P450 monooxygenase virE [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047742753.1	26.358	497	1.30e-36	140	XP_047742753.1 Cytochrome P450 monooxygenase virE [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047744018.1	26.877	413	6.85e-36	137	XP_047744018.1 Cytochrome P450 monooxygenase [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047743416.1	34.135	208	1.28e-34	128	XP_047743416.1 Cytochrome P450 monooxygenase 105 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047744017.1	30.797	276	1.43e-30	120	XP_047744017.1 Cytochrome P450 monooxygenase [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047744016.1	35.622	233	2.75e-27	114	XP_047744016.1 Cytochrome P450 monooxygenase [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047744016.1	22.324	327	6.04e-14	73.6	XP_047744016.1 Cytochrome P450 monooxygenase [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047748783.1	25.066	379	5.18e-27	112	XP_047748783.1 Cytochrome P450 monooxygenase [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047744479.1	51.220	82	5.46e-25	99.0	XP_047744479.1 Cytochrome P450 monooxygenase 98 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047749784.1	23.750	400	1.93e-21	96.3	XP_047749784.1 Cytochrome P450 monooxygenase cypX [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047744881.1	36.424	151	1.09e-19	85.1	XP_047744881.1 Cytochrome P450 monooxygenase [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047748786.1	24.330	485	2.07e-19	89.7	XP_047748786.1 Cytochrome P450 monooxygenase [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047743761.1	36.000	125	1.38e-18	81.3	XP_047743761.1 Cytochrome P450 monooxygenase COX1 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047744058.1	22.346	358	5.86e-18	85.1	XP_047744058.1 Cytochrome P450 monooxygenase virE [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047744057.1	22.764	492	1.85e-17	84.0	XP_047744057.1 Cytochrome P450 monooxygenase [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047754271.1	32.704	159	8.24e-12	66.2	XP_047754271.1 Cytochrome P450 61 [Psilocybe cubensis]
sp|P0DPA8|PSIK_PSICU	XP_047744494.1	100.000	362	0.0	759	XP_047744494.1 Major facilitator-type transporter psiT1 [Psilocybe cubensis]
sp|P0DPA8|PSIK_PSICU	XP_047754038.1	27.034	381	1.48e-35	132	XP_047754038.1 4-hydroxytryptamine kinase [Psilocybe cubensis]
sp|P0DPA9|PSIM_PSICU	XP_047744497.1	100.000	309	0.0	642	XP_047744497.1 Psilocybin synthase [Psilocybe cubensis]
sp|P0DPA9|PSIM_PSICU	XP_047750954.1	46.535	303	3.45e-90	275	XP_047750954.1 Psilocybin synthase [Psilocybe cubensis]
